province,hospital_th,hospital_en,h_code,affiliation,hospital_type,beds,specialty_note,health_region
กำแพงเพชร,โรงพยาบาลไทรงาม,SAINGAM HOSPITAL,11229,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),47.0,,3
กำแพงเพชร,โรงพยาบาลคลองลาน,KLONGLAN HOSPITAL,11230,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),73.0,ให้บริการระดับโรงพยาบาลชุมชนขนาดกลาง( F2)และมีความสามารถในการจัดระบบเครือข่ายบริการสุขภาพโรงพยาบาล,3
กำแพงเพชร,โรงพยาบาลขาณุวรลักษบุรี,KHANUWORALUKSABURI HOSPITAL,11231,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,1. Humanize Health    <br />2.Health Promotion    <br />3.Work with Community ,3
กำแพงเพชร,โรงพยาบาลคลองขลุง,KHLONGKHLUNG  HOSPITAL,11232,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),98.0,,3
กำแพงเพชร,โรงพยาบาลพรานกระต่าย,PHRAN KRATAI HOSPITAL,11233,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),65.0,,3
กำแพงเพชร,โรงพยาบาลลานกระบือ,LANKRABUE  HOSPITAL,11234,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,3
กำแพงเพชร,โรงพยาบาลทรายทองวัฒนา,SAITHONGWATTANA HOSPITAL,11235,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,3
กำแพงเพชร,โรงพยาบาลปางศิลาทอง,PANGSILATHONG HOSPITAL,11236,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),36.0,,3
ตาก,โรงพยาบาลบ้านตาก,BANTAK HOSPITAL,11238,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,2
ตาก,โรงพยาบาลสามเงา,SAMNGAO HOSPITAL,11239,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),36.0,การดูแลผู้ป่วย Intermediate Care (IMC) ร่วมกับสหวิชาชีพ,2
ตาก,โรงพยาบาลแม่ระมาด,MAERAMAT HOSPITAL,11240,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,        (1) การรักษาและควบคุมโรคติดต่อชายแดน<br />	(2) การดูแลหญิงตั้งครรภ์และทารกที่มีภาวะแทรกซ้อน<br />	(3) การบำบัดสารเสพติดโดยเฉพาะฝิ่น<br />	(4 ) การดูแลประคับประคองผู้ป่วยระยะสุดท้าย<br />	(5 ) การดูแลผู้ป่วยโรคไม่ติดต่อเรื้อรัง<br />,2
ตาก,โรงพยาบาลท่าสองยาง,THASONGYANG HOSPITAL,11241,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,2
ตาก,โรงพยาบาลพบพระ,PHOBPHRA HOSPITAL,11242,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,2
ตาก,โรงพยาบาลอุ้มผาง,UMPHANG HOSPITAL,11243,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,2
สุโขทัย,โรงพยาบาลบ้านด่านลานหอย,BANDANLANHOI HOSPITAL,11244,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),38.0,,2
สุโขทัย,โรงพยาบาลคีรีมาศ,KHIRIMAT HOSPITAL,11245,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),50.0,,2
สุโขทัย,โรงพยาบาลกงไกรลาศ,KONGKRAILAS HOSPITAL,11246,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,2
สุโขทัย,โรงพยาบาลศรีสัชนาลัย,SISATCHANALAI HOSPITAL,11247,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),73.0,,2
สุโขทัย,โรงพยาบาลสวรรคโลก,SAWANKHALOKE HOSPITAL,11248,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),97.0,,2
สุโขทัย,โรงพยาบาลศรีนคร,SRINAKHON HOSPITAL,11249,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ระบบการควบคุมและป้องกันโควิด-19,2
สุโขทัย,โรงพยาบาลทุ่งเสลี่ยม,THUNGSALIAM HOSPITAL,11250,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),43.0,,2
พิษณุโลก,โรงพยาบาลชาติตระการ,CHATTRAKAN HOSPITAL,11251,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,2
พิษณุโลก,โรงพยาบาลบางระกำ,BANGRAKAM HOSPITAL,11252,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),62.0,,2
พิษณุโลก,โรงพยาบาลบางกระทุ่ม,BANGKRATHUM HOSPITAL,11253,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),40.0,,2
พิษณุโลก,โรงพยาบาลพรหมพิราม,PHROMPHIRAM HOSPITAL,11254,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,,2
พิษณุโลก,โรงพยาบาลวัดโบสถ์,WATBOT HOSPITAL,11255,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ให้บริการผู้ป่วยใน  แบบInter mediate care   ที่ส่งต่อมาจาก รพ.พุทธชินราช ( รพศ. ),2
พิษณุโลก,โรงพยาบาลวังทอง,WANG THONG HOSPITAL,11256,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),68.0,,2
พิษณุโลก,โรงพยาบาลเนินมะปราง,NOENMAPRANG HOSPITAL,11257,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,,2
พิจิตร,โรงพยาบาลวังทรายพูน,WANGSAIPHUN HOSPITAL,11258,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),43.0,1.ระบบบริการปฐมภูมิให้การดูแลผู้ป่วย แบบบูรณาการร่วมกับภาคีเครือข่าย<br />2.การจัดบริการงานอนามัยแม่และเด็ก (ANC) คุณภาพ<br />3.การจัดบริการการแพทย์ฉุกเฉิน<br />4.เป็นโรงพยาบาลชุมชนที่สามารถตรวจวินิจฉัยและรักษาระบบทางเดินอาหารส่วนต้นด้วยเครื่องมือพิเศษได้,3
พิจิตร,โรงพยาบาลโพธิ์ประทับช้าง,PHOPRATHAPCHANG HOSPITAL,11259,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,"1. การดูแลผู้ป่วย DM/HT  วัตถุประสงค์ ลดอัตราการเกิดรายใหม่ ,ลดอัตราการเกิดภาวะแทรกซ้อน<br />2.ระบบบริหารจัดการ ด้านการเงินการคลัง  วัตถุประสงค์ เพื่อให้ สถานการณ์การเงินคลังเพียงพอในการจัดบริการ<br /><br />",3
พิจิตร,โรงพยาบาลบางมูลนาก,BANGMULNAK HOSPITAL,11260,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,3
พิจิตร,โรงพยาบาลโพทะเล,PHOTALEA HOSPITAL,11261,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),49.0,1. การบริการด้านสุขภาพ : <br />การเข้าถึงบริการ (Access) สะดวก รวดเร็วสามารถเข้าถึงบริการที่จำเป็นได้ตามข้อบ่งชี้ และในเวลาที่สมควร<br />ความครอบคลุม (Coverage): ครอบคลุมผู้ป่วยทุกกลุ่มวัย <br />คุณภาพ (Quality) : การมอบบริการที่ได้มาตรฐาน การวินิจฉัยที่ถูกต้อง มีความปลอดภัย<br />ความเท่าเทียม (Equity): ผู้รับบริการได้รับบริการเหมือนกันทุกระดับ<br />ความเหมาะสม (Appropriateness) : ความถูกต้องตามข้อบ่งชี้ตามความจำเป็นของผู้ป่วยและหลักวิชาการ<br />ความสามารถ (Competency) : การดูแลโดยบุคลากรที่มีศักยภาพ ระดับความรู้ ทักษะและเทคโนโลยีเพื่อให้เกิดผลลัพธ์ตามที่ต้องการ<br />2. การประสานงานเครือข่าย : <br />ความต่อเนื่อง (Continuity): ผู้ป่วยได้รับบริการอย่างต่อเนื่อง มีการประสานงานที่ดี  การส่งต่อระหว่างสถานพยาบาลที่มีประสิทธิภาพ<br />3. งานด้านการศึกษา : เป็นแหล่งสนับสนุนการฝึกปฏิบัติงานนักศึกษา/วิชาชีพที่ทำงานด้านสุขภาพ,3
พิจิตร,โรงพยาบาลสามง่าม,SAMNGAM HOSPITAL,11262,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),39.0,ทดสอบ,3
พิจิตร,โรงพยาบาลทับคล้อ,THAPKHLO HOSPITAL,11263,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,3
เพชรบูรณ์,โรงพยาบาลชนแดน,CHONDAEN HOSPITAL,11264,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,2
เพชรบูรณ์,โรงพยาบาลหล่มสัก,LOMSAK HOSPITAL,11265,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),166.0,ความเชี่ยวชาญพิเศษ,2
เพชรบูรณ์,โรงพยาบาลวิเชียรบุรี,WICHIANBURI HOSPITAL,11266,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),241.0,เป็นโรงพยาบาลทั่วไปขนาดเล็ก(M1) ที่สามารถดูแลผู้ป่วยทุติยภูมิครบทุกสาขาหลักและสาขารอง ได้แก่ อายุรกรรม ศัลยกรรม กุมารเวชกรรม สูติกรรม ศัยกรรมกระดูกและข้อ จักษุ และสามารถดูแลผู้ป่วยตติยภูมิบางส่วน สามารถผ่าตัด Spine Surgery และ รังสีรักษา Interventional Radiology,2
เพชรบูรณ์,โรงพยาบาลศรีเทพ,SRITHEP HOSPITAL,11267,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),58.0,,2
เพชรบูรณ์,โรงพยาบาลหนองไผ่,NONGPHAI HOSPITAL,11268,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),142.0,โรงพยาบาลหนองไผ่เป็นโรงพยาบาลขนาด F1 มีแพทย์เฉพาะทางด้านอายุรกรรม  สูติกรรมและกุมาครเวช  รวมถึงทันตแพทย์เฉพาะทางด้านศัลยกรรมช่องปาก ทำให้สามารถตรวจรักษาโรคที่มีความซับซ้อนได้  อีกทั้งยังได้contractกับเอกชนในการเปิดศูนย์เอกซเรย์คอมพิวเตอร์(CT) ทำให้สามารถตรวจวิเคราะห์  วินิจฉัยและให้การรักษาผู้ป่วยได้รวดเร็ว  ทันเวลา  ได้อย่างมีประสิทธิภาพ,2
เพชรบูรณ์,โรงพยาบาลบึงสามพัน,BUENGSAMPHAN  HOSPITAL,11269,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),101.0,,2
เพชรบูรณ์,โรงพยาบาลน้ำหนาว,NAMNAW HOSPITAL,11270,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),10.0,,2
เพชรบูรณ์,โรงพยาบาลวังโป่ง,WANGPONG HOSPITAL,11271,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),37.0,การบริการตั้งแต่ระดับปฐมภูมิถึงทุติยภูมิ การดูแลผู้ป่วยเรื้อรังแบบองค์รวม การดูแลผู้ป่วยที่จำเป็นต้องได้รับการดูแลแบบช่องทางด่วน (Fast tract) รองรับอุบัติเหตุและการแพทย์ฉุกเฉิน บริการทางทันตกรรม การแพทย์แผนไทย บริการด้านการฟื้นฟูสุขภาพ การดูแลแบบประคับประคองและการดูแลระยะสุดท้าย การทำงานร่วมกับชุมชนและภาคีเครือข่าย<br />,2
เพชรบูรณ์,โรงพยาบาลเขาค้อ,KHAOKHO HOSPITAL,11272,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,2
ราชบุรี,โรงพยาบาลสวนผึ้ง,SUANPHUENG HOSPITAL,11273,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
ราชบุรี,โรงพยาบาลบางแพ,BANGPHAE HOSPITAL,11274,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),48.0,ทดสอบ,5
ราชบุรี,โรงพยาบาลเจ็ดเสมียน,CHETSAMIAN HOSPITAL,11275,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
ราชบุรี,โรงพยาบาลปากท่อ,PAKTHO HOSPITAL,11276,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
ราชบุรี,โรงพยาบาลวัดเพลง,WATPHLENG HOSPITAL,11277,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),46.0,,5
กาญจนบุรี,โรงพยาบาลไทรโยค,SAIYOK HOSPITAL,11278,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),56.0,,5
กาญจนบุรี,โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต,SOMDEJPRAPIYAMAHARAJROMMANEEYAKHET HOSPITAL,11279,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),28.0,,5
กาญจนบุรี,โรงพยาบาลบ่อพลอย,BOPHLOI HOSPITAL,11280,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),70.0,การดูแลผู้ป่วยเบาหวาน/ ความดันโลหิตสูง  บูรณาการสู่ชุมชน,5
กาญจนบุรี,โรงพยาบาลท่ากระดาน,THAKADAN HOSPITAL,11281,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
กาญจนบุรี,โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19,SOMDET PHRA SANGHARAJA 19 HOSPITAL,11282,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),151.0,,5
กาญจนบุรี,โรงพยาบาลทองผาภูมิ,THONGPHAPHUM HOSPITAL,11283,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,การให้บริการทุติยภูมิ เครือข่ายบริการเข้มแข็ง,5
กาญจนบุรี,โรงพยาบาลสังขละบุรี,SANGKLABURI HOSPITAL,11284,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),49.0,,5
กาญจนบุรี,โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน,CHAOKUNPIBOON PHANOMTHUAN HOSPITAL,11285,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),63.0,"การดูแลผู้ป่วยโรคไม่ติดต่อเรื้อรัง ( NCD : DM, HT , AMI , Stroke ) ด้วยเครือข่ายชุมชนเข้มแข็ง และตามค่านิยมขององค์กร  : MOPH",5
กาญจนบุรี,โรงพยาบาลเลาขวัญ,LAOKHWAN HOSPITAL,11286,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),45.0,,5
กาญจนบุรี,โรงพยาบาลด่านมะขามเตี้ย,DANMAKHAMTIA HOSPITAL,11287,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),58.0,การดูแลผู้ป่วยโรคเรื้อรังแบบบูรณาการร่วมกับเครือข่ายชุมชน,5
กาญจนบุรี,โรงพยาบาลพยาบาลสถานพระบารมี,PAYABANSATHANPRABARAMEE HOSPITAL,11288,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
สุพรรณบุรี,โรงพยาบาลเดิมบางนางบวช,DOEMBANGNANGBUAT HOSPITAL,11289,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),112.0,การทำงานกับชุมชน ,5
สุพรรณบุรี,โรงพยาบาลด่านช้าง,DANCHANG HOSPITAL,11290,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),105.0,,5
สุพรรณบุรี,โรงพยาบาลบางปลาม้า,BANGPLAMA HOSPITAL,11291,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
สุพรรณบุรี,โรงพยาบาลศรีประจันต์,SI PRACHAN HOSPITAL,11292,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
สุพรรณบุรี,โรงพยาบาลดอนเจดีย์,DONCHEDI HOSPITAL,11293,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,มมมมม,5
สุพรรณบุรี,โรงพยาบาลสามชุก,SAMCHUK HOSPITAL,11294,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
สุพรรณบุรี,โรงพยาบาลอู่ทอง,U-THONG HOSPITAL,11295,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),137.0,ให้บริการดูแลรักษาพยาบาลผู้ป่วยระดับปฐมภูมิ-ระดับทุติยภูมิ และกระจายบริการลงสู่ชุมชน บริการทางการแพทย์ครอบคลุม 6 สาขาหลักและการแพทย์แผนไทยและสมุนไพรครบวงจร,5
สุพรรณบุรี,โรงพยาบาลหนองหญ้าไซ,NONGYASAI HOSPITAL,11296,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,-,5
นครปฐม,โรงพยาบาลกำแพงแสน,KAMPHAENGSAEN HOSPITAL,11297,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),80.0,ทดสอบ,5
นครปฐม,โรงพยาบาลนครชัยศรี,NAKHONCHAISI HOSPITAL,11298,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),37.0,,5
นครปฐม,โรงพยาบาลห้วยพลู,HUAYPLOO HOSPITAL,11299,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),58.0,บริการทันตกรรมทุกสาขา<br />บริการแพทย์แผนไทย<br />elective surgery,5
นครปฐม,โรงพยาบาลดอนตูม,DONTUM HOSPITAL,11300,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),37.0,,5
นครปฐม,โรงพยาบาลบางเลน,BANGLEN HOSPITAL,11301,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
นครปฐม,โรงพยาบาลสามพราน,SAMPHRAN HOSPITAL,11302,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),150.0,,5
นครปฐม,โรงพยาบาลพุทธมณฑล,PHUTTHAMONTHON HOSPITAL,11303,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),32.0,,5
สมุทรสาคร,โรงพยาบาลกระทุ่มแบน,KRATHUMBAEN HOSPITAL,11304,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),316.0,,5
สมุทรสาคร,โรงพยาบาลบ้านแพ้ว (องค์การมหาชน),BANPHAEO GENERAL HOSPITAL,11305,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),โรงพยาบาลทั่วไป(รพท.),300.0,,5
สมุทรสงคราม,โรงพยาบาลนภาลัย,NAPALAI HOSPITAL,11306,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,5
สมุทรสงคราม,โรงพยาบาลอัมพวา,AMPHAWA HOSPITAL,11307,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),33.0,1. การดูแลผู้ป่วยในเครือข่ายจังหวัดแบบไร้รอยต่อ  เช่น การ Consult ทางไลน์กับแพทย์เฉพาะทางจากรพ.แม่ข่าย <br />2. การดูแลผู้ป่วยทันเวลา ผู้ป่วยฉุกเฉินได้รับการดูแลที่รวดเร็ว (Fast track)<br />3. การมีส่วนร่วมที่ดีของชุมชน <br />,5
เพชรบุรี,โรงพยาบาลเขาย้อย,KHAOYOI HOSPITAL,11308,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),32.0,,5
เพชรบุรี,โรงพยาบาลหนองหญ้าปล้อง,NONGYAPLONG HOSPITAL,11309,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
เพชรบุรี,โรงพยาบาลชะอำ,CHA – AM HOSPITAL,11310,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),122.0,1.การดูแลสุขภาพประชาชนในชุมชนและนักท่องเที่ยวในระดับทุติยภูมิ ร่วมกับ ภาคีเครือข่าย<br />2.มีความสามารถให้บริการระดับความเชียวชาญ 1 สาขา ได้แก่ สาขา วิกฤติผู้ใหญ่,5
เพชรบุรี,โรงพยาบาลท่ายาง,THAYANG HOSPITAL,11311,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),73.0,,5
เพชรบุรี,โรงพยาบาลบ้านลาด,BANLAT HOSPITAL,11312,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
เพชรบุรี,โรงพยาบาลบ้านแหลม,BANLAEM HOSPITAL,11313,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
เพชรบุรี,โรงพยาบาลแก่งกระจาน,KAENGKRACHAN HOSPITAL,11314,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,ให้บริการส่งเสริม ป้องกัน รักษา ฟื้นฟู<br />,5
ประจวบคีรีขันธ์,โรงพยาบาลกุยบุรี,KUIBURI HOSPITAL,11315,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),36.0,,5
ประจวบคีรีขันธ์,โรงพยาบาลทับสะแก,THABSAKAE HOSPITAL,11316,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
ประจวบคีรีขันธ์,โรงพยาบาลบางสะพาน,BANGSAPHAN HOSPITAL,11317,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120.0,,5
ประจวบคีรีขันธ์,โรงพยาบาลบางสะพานน้อย,BANGSAPHANNOI HOSPITAL,11318,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,5
ประจวบคีรีขันธ์,โรงพยาบาลปราณบุรี,PRANBURI HOSPITAL,11319,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
ประจวบคีรีขันธ์,โรงพยาบาลหัวหิน,HUAHIN HOSPITAL,11320,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),374.0,มีความเชี่ยวชาญในสาขาย่อยครอบคลุมทุกสาขาและมีศูนย์ความเชี่ยวชาญระดับสูง 3 สาขา ได้แก่ สาขาอุบัติเหตุ สาขาโรคหัวใจและหลอดเลือด และสมอง,5
ประจวบคีรีขันธ์,โรงพยาบาลสามร้อยยอด,SAMROIYOD HOSPITAL,11321,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,5
นครศรีธรรมราช,โรงพยาบาลพรหมคีรี,PROMKIRI HOSPITAL,11322,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30.0,,11
ระนอง,โรงพยาบาลละอุ่น,LAUN HOSPITAL,11323,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),12.0,,11
นครศรีธรรมราช,โรงพยาบาลลานสกา,LANSAKA HOSPITAL,11324,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60.0,,11
นครศรีธรรมราช,โรงพยาบาลสมเด็จพระยุพราชฉวาง,CHAWANG CROWN PRINCE HOSPITAL,11325,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),94.0,"การบริการทางสูตินรีเวชกรรม,การบริการทางทันตกรรมชั้นสูงด้านทันตกรรมประดิษฐ์ และ ศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล ",11
นครศรีธรรมราช,โรงพยาบาลพิปูน,PHIPUN HOSPITAL,11326,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),34.0,,11
นครศรีธรรมราช,โรงพยาบาลเชียรใหญ่,CHIANYAI HOSPITAL,11327,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),0.0,,11
นครศรีธรรมราช,โรงพยาบาลชะอวด,CHA-UAT HOSPITAL,11328,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90.0,,11
นครศรีธรรมราช,โรงพยาบาลท่าศาลา,THASALA HOSPITAL,11329,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),176.0,,11
